full_text,created_at,link
Video: Cak Imin Sambut Baik Wacana Pertemuan Megawati-Prabowo,"Sabtu, 25 Jan 2025 13:16 WIB",https://news.detik.com/detiktv/d-7749433/video-cak-imin-sambut-baik-wacana-pertemuan-megawati-prabowo
Keakraban Prabowo-Modi: Inspirasi Keselarasan Visi,"Senin, 27 Jan 2025 08:56 WIB",https://news.detik.com/kolom/d-7751548/keakraban-prabowo-modi-inspirasi-keselarasan-visi
Saran Komnas HAM Papua soal Wacana Presiden Prabowo Beri Amnesti ke KKB,"Selasa, 28 Jan 2025 09:00 WIB",https://www.detik.com/sulsel/berita/d-7752635/saran-komnas-ham-papua-soal-wacana-presiden-prabowo-beri-amnesti-ke-kkb
Video: Momen Prabowo Dianugerahi Tanda Kehormatan Darjah Kerabat Johor,"Senin, 27 Jan 2025 22:53 WIB",https://news.detik.com/detiktv/d-7752552/video-momen-prabowo-dianugerahi-tanda-kehormatan-darjah-kerabat-johor
Momen Akrab Pertemuan Prabowo-Anwar Ibrahim di Menara Petronas,"Senin, 27 Jan 2025 19:58 WIB",https://news.detik.com/berita/d-7752379/momen-akrab-pertemuan-prabowo-anwar-ibrahim-di-menara-petronas
"Video Survei Indikator: 79,3% Responden Puas dengan Kinerja Presiden Prabowo","Senin, 27 Jan 2025 15:23 WIB",https://20.detik.com/detikupdate/20250127-250127066/video-survei-indikator-79-3-responden-puas-dengan-kinerja-presiden-prabowo
"Survei Indikator: 79,3% Responden Puas dengan Kinerja Presiden Prabowo","Senin, 27 Jan 2025 18:00 WIB",https://www.detik.com/bali/video/d-7752138/survei-indikator-79-3-responden-puas-dengan-kinerja-presiden-prabowo
"Prabowo Datang, Masyarakat Indonesia di Malaysia Antusias Menyambut","Senin, 27 Jan 2025 18:30 WIB",https://www.detik.com/sumut/berita/d-7752000/prabowo-datang-masyarakat-indonesia-di-malaysia-antusias-menyambut
Canda Anwar Ibrahim Usai Prabowo Bergelar D.KI Johor: Lebih dari Dato' Seri,"Selasa, 28 Jan 2025 05:44 WIB",https://news.detik.com/berita/d-7752636/canda-anwar-ibrahim-usai-prabowo-bergelar-d-ki-johor-lebih-dari-dato-seri
Momen Presiden Prabowo Disambut Upacara Kenegaraan India,"Sabtu, 25 Jan 2025 16:01 WIB",https://news.detik.com/foto-news/d-7749589/momen-presiden-prabowo-disambut-upacara-kenegaraan-india
"Hasil Survei Indikator: 79,3% Responden Puas dengan Kinerja Presiden Prabowo","Senin, 27 Jan 2025 16:41 WIB",https://www.detik.com/sumut/berita/d-7752133/hasil-survei-indikator-79-3-responden-puas-dengan-kinerja-presiden-prabowo
"PLTGU Jawa-1 Diresmikan Prabowo, Terbesar di ASEAN!","Senin, 27 Jan 2025 18:41 WIB",https://finance.detik.com/energi/d-7752049/pltgu-jawa-1-diresmikan-prabowo-terbesar-di-asean
"Prabowo Kunjungi Istana Negara Malaysia, Disambut PM dan Sultan Ibrahim","Senin, 27 Jan 2025 14:54 WIB",https://news.detik.com/berita/d-7752012/prabowo-kunjungi-istana-negara-malaysia-disambut-pm-dan-sultan-ibrahim
Video: Antusiasme Masyarakat Indonesia di Malaysia Sambut Kedatangan Prabowo,"Senin, 27 Jan 2025 14:11 WIB",https://news.detik.com/detiktv/d-7751954/video-antusiasme-masyarakat-indonesia-di-malaysia-sambut-kedatangan-prabowo
"Survei Indikator: 79,3% Responden Puas 100 Hari Kinerja Prabowo","Senin, 27 Jan 2025 14:05 WIB",https://news.detik.com/berita/d-7751938/survei-indikator-79-3-responden-puas-100-hari-kinerja-prabowo
"74,7% Responden Indikator Nilai Penegakan Hukum Baik di Era Prabowo","Senin, 27 Jan 2025 14:38 WIB",https://news.detik.com/berita/d-7751991/74-7-responden-indikator-nilai-penegakan-hukum-baik-di-era-prabowo
Prabowo Mampir ke Toko Buku Langganan di Sela Kunker ke India,"Sabtu, 25 Jan 2025 07:02 WIB",https://news.detik.com/berita/d-7749049/prabowo-mampir-ke-toko-buku-langganan-di-sela-kunker-ke-india
Video: Antusiasme Masyarakat Indonesia di Malaysia Sambut Kedatangan Prabowo,"Senin, 27 Jan 2025 13:20 WIB",https://20.detik.com/detikupdate/20250127-250127061/video-antusiasme-masyarakat-indonesia-di-malaysia-sambut-kedatangan-prabowo
Masyarakat Indonesia di Malaysia Antusias Sambut Kedatangan Prabowo,"Senin, 27 Jan 2025 08:20 WIB",https://news.detik.com/berita/d-7751515/masyarakat-indonesia-di-malaysia-antusias-sambut-kedatangan-prabowo
Sisi Lain dari Lawatan Kenegaraan Presiden Prabowo ke India,"Senin, 27 Jan 2025 07:45 WIB",https://news.detik.com/berita/d-7751494/sisi-lain-dari-lawatan-kenegaraan-presiden-prabowo-ke-india
"Dari India, Prabowo Bertolak ke Malaysia untuk Terima Penganugerahan","Senin, 27 Jan 2025 02:33 WIB",https://news.detik.com/berita/d-7751401/dari-india-prabowo-bertolak-ke-malaysia-untuk-terima-penganugerahan
Didit Hediprasetyo Makan Bareng Titiek Soeharto dan Presiden Prabowo,"Jumat, 24 Jan 2025 22:00 WIB",https://food.detik.com/foto-kuliner/d-7748393/didit-hediprasetyo-makan-bareng-titiek-soeharto-dan-presiden-prabowo
"Kunjungi Gedung Parlemen India, Prabowo Keliling Ruang Sidang DPR-MPR","Senin, 27 Jan 2025 00:19 WIB",https://news.detik.com/berita/d-7751351/kunjungi-gedung-parlemen-india-prabowo-keliling-ruang-sidang-dpr-mpr
Prabowo Presiden RI Kedua Hadiri 'Resepsi Diplomatik' India Setelah Soekarno,"Minggu, 26 Jan 2025 22:54 WIB",https://news.detik.com/berita/d-7751313/prabowo-presiden-ri-kedua-hadiri-resepsi-diplomatik-india-setelah-soekarno
Prabowo Sebut Belajar Strategi Pengentasan Kemiskinan dari PM India,"Minggu, 26 Jan 2025 23:59 WIB",https://www.detik.com/sumut/berita/d-7751336/prabowo-sebut-belajar-strategi-pengentasan-kemiskinan-dari-pm-india
Makna Mendalam Anggrek dari Prabowo untuk Megawati,"Minggu, 26 Jan 2025 07:35 WIB",https://news.detik.com/berita/d-7750274/makna-mendalam-anggrek-dari-prabowo-untuk-megawati
Prabowo Terima Kasih ke Pemerintah India: Kunjungan Singkat tapi Produktif,"Minggu, 26 Jan 2025 21:02 WIB",https://news.detik.com/berita/d-7751264/prabowo-terima-kasih-ke-pemerintah-india-kunjungan-singkat-tapi-produktif
"Wacana Batas Usia Jemaah Haji, Menag Sebut Prabowo Akan Temui Pemerintah Saudi","Senin, 27 Jan 2025 20:17 WIB",https://news.detik.com/berita/d-7752426/wacana-batas-usia-jemaah-haji-menag-sebut-prabowo-akan-temui-pemerintah-saudi
"Video Prabowo Kirim Anggrek di Ultah Megawati, Puan: Terima Kasih","Jumat, 24 Jan 2025 14:29 WIB",https://news.detik.com/detiktv/d-7748012/video-prabowo-kirim-anggrek-di-ultah-megawati-puan-terima-kasih
Video: Momen Prabowo Hadiri 'Resepsi Diplomatik' di India,"Senin, 27 Jan 2025 11:51 WIB",https://20.detik.com/detikjabar/20250127-250127058/video-momen-prabowo-hadiri-resepsi-diplomatik-di-india
Alasan Prabowo Jadi Tamu Utama di Hari Perayaan Ke-76 Republik India,"Jumat, 24 Jan 2025 21:12 WIB",https://news.detik.com/berita/d-7748857/alasan-prabowo-jadi-tamu-utama-di-hari-perayaan-ke-76-republik-india
"Video: PDIP Soal Kado Prabowo-Megawati: Wajar, Hubungan Mereka Cukup Lama","Jumat, 24 Jan 2025 21:23 WIB",https://news.detik.com/detiktv/d-7748868/video-pdip-soal-kado-prabowo-megawati-wajar-hubungan-mereka-cukup-lama
Video: Rudal Jumbo yang Dipamerkan India ke Prabowo,"Minggu, 26 Jan 2025 22:07 WIB",https://news.detik.com/detiktv/d-7751305/video-rudal-jumbo-yang-dipamerkan-india-ke-prabowo
MBG Jadi Program Terbaik 100 Hari Prabowo-Gibran Versi LSI Denny JA,"Jumat, 24 Jan 2025 19:00 WIB",https://news.detik.com/foto-news/d-7748615/mbg-jadi-program-terbaik-100-hari-prabowo-gibran-versi-lsi-denny-ja
"Prabowo ke India, Indonesia Sepakati Kerjasama Kebut Transformasi Digital","Minggu, 26 Jan 2025 16:00 WIB",https://inet.detik.com/law-and-policy/d-7750836/prabowo-ke-india-indonesia-sepakati-kerjasama-kebut-transformasi-digital
Video Puan Dukung Prabowo Efisiensi Anggaran: Untuk Kesejahteraan Rakyat,"Jumat, 24 Jan 2025 16:00 WIB",https://news.detik.com/detiktv/d-7748218/video-puan-dukung-prabowo-efisiensi-anggaran-untuk-kesejahteraan-rakyat
Kiriman Bunga Anggrek hingga Vitamin dari Prabowo untuk Megawati,"Sabtu, 25 Jan 2025 08:51 WIB",https://news.detik.com/berita/d-7749129/kiriman-bunga-anggrek-hingga-vitamin-dari-prabowo-untuk-megawati
Prabowo Akui Belajar Banyak dari PM Modi soal Pengentasan Kemiskinan,"Minggu, 26 Jan 2025 12:46 WIB",https://news.detik.com/berita/d-7750625/prabowo-akui-belajar-banyak-dari-pm-modi-soal-pengentasan-kemiskinan
Prabowo Undang Pengusaha India Ikut Bangun Infrastruktur RI,"Minggu, 26 Jan 2025 10:45 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7750463/prabowo-undang-pengusaha-india-ikut-bangun-infrastruktur-ri
Kepala Otorita IKN Sebut Prabowo Minta Gedung DPR-MA Dirancang Ulang,"Jumat, 24 Jan 2025 16:31 WIB",https://www.detik.com/sumut/berita/d-7748252/kepala-otorita-ikn-sebut-prabowo-minta-gedung-dpr-ma-dirancang-ulang
"Survei Sebut PAN Paling Loyal, Eddy: Komitmen Sukseskan Program Prabowo","Minggu, 26 Jan 2025 07:48 WIB",https://news.detik.com/berita/d-7750276/survei-sebut-pan-paling-loyal-eddy-komitmen-sukseskan-program-prabowo
Video: Prabowo Akui Belajar Strategi Pengentasan Kemiskinan dari PM India,"Minggu, 26 Jan 2025 22:39 WIB",https://20.detik.com/detikupdate/20250126-250126103/video-prabowo-akui-belajar-strategi-pengentasan-kemiskinan-dari-pm-india
Sri Mulyani Cerita Alasan Prabowo Minta Perketat Anggaran hingga Pangkas Rp 306 T,"Jumat, 24 Jan 2025 19:44 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7748772/sri-mulyani-cerita-alasan-prabowo-minta-perketat-anggaran-hingga-pangkas-rp-306-t
"Bertemu Prabowo, PM India Bagikan Pengalaman Program Makan Siang Gratis","Minggu, 26 Jan 2025 07:10 WIB",https://news.detik.com/berita/d-7750239/bertemu-prabowo-pm-india-bagikan-pengalaman-program-makan-siang-gratis
"Prabowo Cerita Punya DNA India: Jika Dengar Musik India, Saya Joget","Minggu, 26 Jan 2025 20:16 WIB",https://news.detik.com/berita/d-7751195/prabowo-cerita-punya-dna-india-jika-dengar-musik-india-saya-joget
Presiden Prabowo Kunjungi India,"Jumat, 24 Jan 2025 10:30 WIB",https://news.detik.com/foto-news/d-7747463/presiden-prabowo-kunjungi-india
Semarak Foto Prabowo dan Merah Putih di Pusat Pemerintahan India,"Sabtu, 25 Jan 2025 21:04 WIB",https://news.detik.com/berita/d-7750046/semarak-foto-prabowo-dan-merah-putih-di-pusat-pemerintahan-india
"Video: Tiba di New Delhi, Prabowo akan Hadiri Perayaan Hari Republik India","Jumat, 24 Jan 2025 09:50 WIB",https://news.detik.com/detiktv/d-7747488/video-tiba-di-new-delhi-prabowo-akan-hadiri-perayaan-hari-republik-india
Video: Momen Prabowo Letakkan Bunga di Makam Mahatma Gandhi,"Sabtu, 25 Jan 2025 20:39 WIB",https://news.detik.com/detiktv/d-7750016/video-momen-prabowo-letakkan-bunga-di-makam-mahatma-gandhi
Prabowo Beri Hormat ke Kontingen RI Saat Parade Perayaan Ke-76 Republik India,"Minggu, 26 Jan 2025 16:27 WIB",https://news.detik.com/berita/d-7750949/prabowo-beri-hormat-ke-kontingen-ri-saat-parade-perayaan-ke-76-republik-india
"Percepat Kerja Sama dengan India, Prabowo Minta Menteri Pangkas Birokrasi","Sabtu, 25 Jan 2025 19:11 WIB",https://news.detik.com/berita/d-7749945/percepat-kerja-sama-dengan-india-prabowo-minta-menteri-pangkas-birokrasi
"Ikuti Jejak Bung Karno, Prabowo Tersanjung Jadi Tamu Utama Hari Republik India","Minggu, 26 Jan 2025 13:29 WIB",https://news.detik.com/berita/d-7750707/ikuti-jejak-bung-karno-prabowo-tersanjung-jadi-tamu-utama-hari-republik-india
Prabowo Naik Kereta Kuda Bareng Presiden India di Parade Hari Republik,"Minggu, 26 Jan 2025 13:45 WIB",https://news.detik.com/berita/d-7750731/prabowo-naik-kereta-kuda-bareng-presiden-india-di-parade-hari-republik
Video: Rudal Jumbo yang Dipamerkan India ke Prabowo,"Minggu, 26 Jan 2025 21:46 WIB",https://20.detik.com/detikupdate/20250126-250126101/video-rudal-jumbo-yang-dipamerkan-india-ke-prabowo
"Ketum PDIP Megawati Ultah ke-78, Presiden Prabowo Kirim Bunga Anggrek","Jumat, 24 Jan 2025 10:05 WIB",https://www.detik.com/sumut/berita/d-7747491/ketum-pdip-megawati-ultah-ke-78-presiden-prabowo-kirim-bunga-anggrek
"Momen Prabowo Dijamu Makan Malam Presiden India, Duduk di Samping PM Modi","Minggu, 26 Jan 2025 12:09 WIB",https://news.detik.com/berita/d-7750590/momen-prabowo-dijamu-makan-malam-presiden-india-duduk-di-samping-pm-modi
"Prabowo Kunjungi Rajghat Memorial, Beri Penghormatan untuk Mahatma Gandhi","Sabtu, 25 Jan 2025 16:58 WIB",https://news.detik.com/berita/d-7749760/prabowo-kunjungi-rajghat-memorial-beri-penghormatan-untuk-mahatma-gandhi
"Megawati Ultah ke-78, Ini Momennya Makan Bareng Prabowo dan Keluarga","Kamis, 23 Jan 2025 21:00 WIB",https://food.detik.com/foto-kuliner/d-7746495/megawati-ultah-ke-78-ini-momennya-makan-bareng-prabowo-dan-keluarga
Muzani Cerita Prabowo Terbiasa Beri Vitamin ke Jokowi hingga Megawati,"Sabtu, 25 Jan 2025 16:18 WIB",https://news.detik.com/berita/d-7749725/muzani-cerita-prabowo-terbiasa-beri-vitamin-ke-jokowi-hingga-megawati
"Muzani soal Pertemuan Prabowo-Megawati: Keuntungan Rakyat, Bukan Gerindra","Sabtu, 25 Jan 2025 16:31 WIB",https://news.detik.com/berita/d-7749739/muzani-soal-pertemuan-prabowo-megawati-keuntungan-rakyat-bukan-gerindra
Kala Prabowo Ucapkan Terima Kasih ke PM India Atas Dukungan Gabung BRICS,"Minggu, 26 Jan 2025 11:16 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7750499/kala-prabowo-ucapkan-terima-kasih-ke-pm-india-atas-dukungan-gabung-brics
"Di Depan PM India, Prabowo Ungkap Arahan Pangkas Regulasi Demi Geber Ekonomi","Minggu, 26 Jan 2025 10:15 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7750388/di-depan-pm-india-prabowo-ungkap-arahan-pangkas-regulasi-demi-geber-ekonomi
Muzani Ungkap Alasan Prabowo Kirim Hadiah Ultah Anggrek untuk Megawati,"Sabtu, 25 Jan 2025 15:27 WIB",https://news.detik.com/berita/d-7749663/muzani-ungkap-alasan-prabowo-kirim-hadiah-ultah-anggrek-untuk-megawati
Prabowo Tekankan Komitmen Perkuat Hubungan Indonesia dan India,"Sabtu, 25 Jan 2025 14:19 WIB",https://news.detik.com/berita/d-7749543/prabowo-tekankan-komitmen-perkuat-hubungan-indonesia-dan-india
Pisau Bermata Dua Efisiensi Anggaran Ala Prabowo,"Sabtu, 25 Jan 2025 05:55 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7748824/pisau-bermata-dua-efisiensi-anggaran-ala-prabowo
Video Taruna Akmil Magelang Meriahkan Parade Hari Republik ke-76 India,"Minggu, 26 Jan 2025 16:19 WIB",https://20.detik.com/detikupdate/20250126-250126086/video-taruna-akmil-magelang-meriahkan-parade-hari-republik-ke-76-india
"Prabowo Serahkan Infrastruktur ke Swasta, Kontraktor Incar Proyek Ini","Sabtu, 25 Jan 2025 13:00 WIB",https://finance.detik.com/infrastruktur/d-7749233/prabowo-serahkan-infrastruktur-ke-swasta-kontraktor-incar-proyek-ini
"Tiba di Istana Rashtrapati Bavan, Prabowo Disambut Upacara Kenegaraan","Sabtu, 25 Jan 2025 12:52 WIB",https://news.detik.com/berita/d-7749395/tiba-di-istana-rashtrapati-bavan-prabowo-disambut-upacara-kenegaraan
Ide Ngider dari Presiden Prabowo: ke Toko Buku,"Sabtu, 25 Jan 2025 10:10 WIB",https://travel.detik.com/travel-news/d-7749167/ide-ngider-dari-presiden-prabowo-ke-toko-buku
"7 Penampilan Stylish Menpar Widiyanti, Menteri Terkaya dengan Harta Rp 5,4 T","Rabu, 22 Jan 2025 20:00 WIB",https://wolipop.detik.com/celeb-style/d-7744979/7-penampilan-stylish-menpar-widiyanti-menteri-terkaya-dengan-harta-rp-5-4-t
Menerka Makna Prabowo Kirim Bunga Anggrek untuk Megawati,"Sabtu, 25 Jan 2025 09:06 WIB",https://news.detik.com/berita/d-7749149/menerka-makna-prabowo-kirim-bunga-anggrek-untuk-megawati
Prabowo Kirim Bunga Anggrek Saat Megawati Ulang Tahun,"Sabtu, 25 Jan 2025 09:29 WIB",https://www.detik.com/bali/berita/d-7749183/prabowo-kirim-bunga-anggrek-saat-megawati-ulang-tahun
Bila Prabowo-Megawati Berkongsi,"Selasa, 21 Jan 2025 16:28 WIB",https://news.detik.com/spotlight/d-7742931/bila-prabowo-megawati-berkongsi
Sarmuji Minta Anggota DPRD se-Jatim Kawal Program Prabowo-Gibran,"Sabtu, 25 Jan 2025 05:30 WIB",https://www.detik.com/jatim/berita/d-7748914/sarmuji-minta-anggota-dprd-se-jatim-kawal-program-prabowo-gibran
"Pertemuan Bilateral Prabowo dan PM Narendra Modi Hasilkan 5 MoU, Apa Saja?","Sabtu, 25 Jan 2025 19:56 WIB",https://news.detik.com/berita/d-7749977/pertemuan-bilateral-prabowo-dan-pm-narendra-modi-hasilkan-5-mou-apa-saja
Prabowo Jadi Tamu Utama HUT Republik India Besok: Kehormatan Besar bagi Saya,"Sabtu, 25 Jan 2025 18:34 WIB",https://news.detik.com/berita/d-7749904/prabowo-jadi-tamu-utama-hut-republik-india-besok-kehormatan-besar-bagi-saya
Prabowo Terima Kasih ke India Dukung RI Jadi Anggota Permanen BRICS,"Sabtu, 25 Jan 2025 19:32 WIB",https://news.detik.com/berita/d-7749960/prabowo-terima-kasih-ke-india-dukung-ri-jadi-anggota-permanen-brics
Video: Momen Prabowo Letakkan Bunga di Makam Mahatma Gandhi,"Sabtu, 25 Jan 2025 19:52 WIB",https://20.detik.com/detikupdate/20250125-250125087/video-momen-prabowo-letakkan-bunga-di-makam-mahatma-gandhi
Kata PDIP soal Kado Ulang Tahun Prabowo ke Megawati,"Sabtu, 25 Jan 2025 02:00 WIB",https://www.detik.com/sumut/berita/d-7748975/kata-pdip-soal-kado-ulang-tahun-prabowo-ke-megawati
Prabowo Bertemu Bilateral dengan PM Narendra Modi di Hyderabad House India,"Sabtu, 25 Jan 2025 15:12 WIB",https://news.detik.com/berita/d-7749631/prabowo-bertemu-bilateral-dengan-pm-narendra-modi-di-hyderabad-house-india
"Video Disambut Presiden-PM India, Prabowo: Saya Sangat Dihormati Hari Ini","Sabtu, 25 Jan 2025 15:33 WIB",https://news.detik.com/detiktv/d-7749671/video-disambut-presiden-pm-india-prabowo-saya-sangat-dihormati-hari-ini
"Punya Harta Rp 5,4 T, Menpar Widi Jadi Menteri Terkaya Kabinet Prabowo","Rabu, 22 Jan 2025 12:34 WIB",https://travel.detik.com/fototravel/d-7743935/punya-harta-rp-5-4-t-menpar-widi-jadi-menteri-terkaya-kabinet-prabowo
"Tutup Rapimnas PIRA, Muzani: Kekuasaan Prabowo Betul-betul untuk Rakyat-Bangsa","Sabtu, 25 Jan 2025 15:46 WIB",https://news.detik.com/berita/d-7749685/tutup-rapimnas-pira-muzani-kekuasaan-prabowo-betul-betul-untuk-rakyat-bangsa
"Wacana Pertemuan Megawati-Prabowo, Cak Imin: Bagus Sekali","Jumat, 24 Jan 2025 22:40 WIB",https://news.detik.com/berita/d-7748951/wacana-pertemuan-megawati-prabowo-cak-imin-bagus-sekali
Prabowo Terima Kasih ke Presiden dan PM India: Saya Sangat Dihormati Hari Ini,"Sabtu, 25 Jan 2025 13:05 WIB",https://news.detik.com/berita/d-7749412/prabowo-terima-kasih-ke-presiden-dan-pm-india-saya-sangat-dihormati-hari-ini
"Anggrek Prabowo untuk Mega, PDIP Bilang 'Kawan Tak Harus Satu Perahu'","Sabtu, 25 Jan 2025 12:50 WIB",https://news.detik.com/berita/d-7749394/anggrek-prabowo-untuk-mega-pdip-bilang-kawan-tak-harus-satu-perahu
Prabowo Akan Temui Para Pengusaha India yang Mau Investasi di RI,"Kamis, 23 Jan 2025 18:19 WIB",https://news.detik.com/berita/d-7746831/prabowo-akan-temui-para-pengusaha-india-yang-mau-investasi-di-ri
AHY Beberkan Isi Pertemuan dengan Prabowo Bahas IKN,"Kamis, 23 Jan 2025 16:08 WIB",https://www.detik.com/bali/berita/d-7746543/ahy-beberkan-isi-pertemuan-dengan-prabowo-bahas-ikn
"Geliat Ekonomi 100 Hari Prabowo-Gibran, Puas?","Senin, 20 Jan 2025 15:15 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-7740982/geliat-ekonomi-100-hari-prabowo-gibran-puas
Video: Muzani Sebut Komunikasi Gerindra-PDIP Baik dan Intensif,"Sabtu, 25 Jan 2025 18:10 WIB",https://20.detik.com/detikupdate/20250125-250125082/video-muzani-sebut-komunikasi-gerindra-pdip-baik-dan-intensif
Prabowo Kirim Bunga Anggrek untuk Megawati,"Jumat, 24 Jan 2025 09:06 WIB",https://news.detik.com/berita/d-7747434/prabowo-kirim-bunga-anggrek-untuk-megawati
Prabowo Akan Resmikan 26 Pembangkit Listrik di Sumedang Hari Ini,"Senin, 20 Jan 2025 08:42 WIB",https://news.detik.com/berita/d-7740288/prabowo-akan-resmikan-26-pembangkit-listrik-di-sumedang-hari-ini
Kata Prabowo Agar Ucapan Terima Kasih MBG Tak Tertuju Padanya,"Selasa, 21 Jan 2025 07:02 WIB",https://news.detik.com/berita/d-7741954/kata-prabowo-agar-ucapan-terima-kasih-mbg-tak-tertuju-padanya
